,Residence,Age,Class_Time,Class_Rating,Class_Medium,Self_Study_Time,Fitness_Time,Sleep_Time,Social_Media_Time,Social_Media_Platform,TV_Time,Meals_Number,Weight_Change,Health_Issue,Stress_Busters,Time_Utilized,Miss,More_Social_connection,Total_studying_time,Total_resting_time
871,Delhi-NCR,15,4,Excellent,Laptop/Desktop,2,2,8,5,Others,2,3,2,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,6,14
872,Delhi-NCR,15,4,Excellent,Smartphone,2,1,6,1,Whatsapp,1,2,2,NO,MUSIC,YES,SCHOOL/WORK,YES,6,9
873,Delhi-NCR,15,4,Excellent,Smartphone,1,1,7,1,Instagram,2,4,0,NO,MUSIC,YES,SCHOOL/WORK,YES,5,11
874,Delhi-NCR,15,4,Excellent,Tablet,2,1,9,1,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,12
875,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,3,3,8,2,Whatsapp,2,3,2,NO,WORK,YES,ALL,YES,7,14
876,Delhi-NCR,25,0,Excellent,Smartphone,0,2,9,3,Youtube,0,3,1,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,NO,2,14
877,Delhi-NCR,15,4,Excellent,Laptop/Desktop,3,1,7,0,Others,2,2,2,NO,MUSIC,YES,BEING OUTSIDE,YES,7,10
878,Delhi-NCR,25,3,Excellent,Smartphone,2,1,9,1,Youtube,0,3,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,5,11
879,Outside Delhi-NCR,15,4,Excellent,Tablet,1,1,9,1,Youtube,3,3,0,NO,MUSIC,NO,SOCIALIZE,YES,5,14
880,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,4,1,6,1,Whatsapp,2,2,2,NO,SOCIALIZE,YES,TRAVELLING,YES,8,10
881,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,2,6,4,Youtube,0,4,0,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,8,12
882,Delhi-NCR,15,4,Excellent,Smartphone,3,0,9,2,Youtube,3,3,2,NO,MUSIC,YES,SCHOOL/WORK,YES,7,14
883,Delhi-NCR,15,2,Excellent,Laptop/Desktop,1,1,6,1,Youtube,1,2,2,NO,REST,YES,SCHOOL/WORK,YES,3,9
884,Delhi-NCR,15,4,Excellent,Smartphone,2,1,9,0,Youtube,1,3,2,NO,EXERCISE,YES,SOCIALIZE,YES,6,11
885,Outside Delhi-NCR,20,2,Excellent,Smartphone,2,1,8,3,Whatsapp,2,1,1,YES,MUSIC,NO,SCHOOL/WORK,YES,4,14
886,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,0,9,3,Instagram,1,2,0,NO,MUSIC,YES,SCHOOL/WORK,YES,6,13
887,Delhi-NCR,20,4,Excellent,Tablet,3,0,8,0,Whatsapp,0,2,1,NO,MUSIC,NO,ALL,NO,7,8
888,Delhi-NCR,15,4,Excellent,Smartphone,2,1,7,0,Youtube,0,2,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,6,8
889,Delhi-NCR,20,4,Excellent,Smartphone,2,1,9,1,Instagram,0,3,0,NO,REST,NO,SOCIALIZE,YES,6,11
890,Delhi-NCR,15,4,Excellent,Smartphone,4,1,9,2,Whatsapp,3,2,1,YES,READING,YES,SOCIALIZE,YES,8,14
891,Delhi-NCR,20,2,Excellent,Laptop/Desktop,1,0,9,1,Whatsapp,0,2,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,3,10
892,Outside Delhi-NCR,15,4,Excellent,Smartphone,1,1,8,1,Others,0,2,0,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,NO,5,10
893,Outside Delhi-NCR,25,4,Excellent,Smartphone,2,1,7,3,Others,1,3,2,YES,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,12
894,Outside Delhi-NCR,20,4,Excellent,Smartphone,3,2,8,3,Youtube,0,3,2,NO,MUSIC,NO,TRAVELLING,YES,7,13
895,Delhi-NCR,15,1,Excellent,Smartphone,3,1,6,1,Youtube,1,1,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,4,9
896,Outside Delhi-NCR,30,0,Excellent,Laptop/Desktop,2,0,9,5,Whatsapp,3,3,1,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,2,14
897,Delhi-NCR,30,2,Excellent,Laptop/Desktop,2,1,7,1,Whatsapp,1,2,2,NO,REST,YES,TRAVELLING,YES,4,10
898,Delhi-NCR,20,4,Excellent,Smartphone,3,0,7,2,Instagram,1,2,0,NO,MUSIC,NO,SOCIALIZE,YES,7,10
899,Delhi-NCR,15,0,Excellent,Smartphone,2,0,7,1,Youtube,0,1,2,NO,READING,YES,SCHOOL/WORK,NO,2,8
900,Outside Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,7,3,Youtube,1,3,0,NO,READING,YES,TRAVELLING,YES,8,12
901,Delhi-NCR,20,2,Excellent,Smartphone,3,1,6,2,Whatsapp,3,2,2,NO,REST,NO,TRAVELLING,YES,5,12
902,Outside Delhi-NCR,15,3,Excellent,Any Gadget,2,0,6,1,Whatsapp,1,1,0,NO,MUSIC,YES,SCHOOL/WORK,YES,5,8
903,Delhi-NCR,15,4,Excellent,Tablet,2,1,9,1,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,12
904,Delhi-NCR,15,4,Excellent,Laptop/Desktop,4,1,8,0,Others,1,3,2,NO,REST,YES,SOCIALIZE,YES,8,10
905,Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,1,7,1,Whatsapp,0,3,2,NO,SOCIALIZE,YES,BEING OUTSIDE,YES,6,9
906,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,2,8,5,Instagram,3,3,0,NO,REST,NO,TRAVELLING,YES,8,14
907,Outside Delhi-NCR,30,2,Excellent,Smartphone,0,0,9,1,Whatsapp,3,4,2,NO,REST,NO,BEING OUTSIDE,NO,2,13
908,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,6,1,Instagram,0,3,0,NO,MUSIC,YES,SCHOOL/WORK,YES,8,8
909,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,6,1,Instagram,0,3,0,NO,MUSIC,YES,SCHOOL/WORK,YES,8,8
910,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,4,2,6,3,Others,0,3,2,NO,READING,YES,SOCIALIZE,YES,8,11
911,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,8,11
912,Delhi-NCR,15,4,Excellent,Smartphone,3,0,9,2,Youtube,3,3,2,NO,MUSIC,YES,SCHOOL/WORK,YES,7,14
913,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,8,11
914,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,2,1,6,2,Whatsapp,2,3,1,NO,MUSIC,YES,SCHOOL/WORK,NO,6,11
915,Outside Delhi-NCR,15,4,Excellent,Smartphone,2,0,9,1,Whatsapp,0,3,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,10
916,Delhi-NCR,15,3,Excellent,Smartphone,2,0,8,1,Youtube,0,3,2,NO,MUSIC,YES,SOCIALIZE,YES,5,9
917,Outside Delhi-NCR,20,2,Excellent,Smartphone,2,1,8,2,Instagram,3,3,1,NO,REST,YES,SOCIALIZE,YES,4,14
918,Delhi-NCR,15,2,Excellent,Smartphone,1,0,9,2,Youtube,3,2,0,YES,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,3,14
919,Delhi-NCR,15,4,Excellent,Smartphone,3,0,9,2,Youtube,3,3,2,NO,MUSIC,YES,SCHOOL/WORK,YES,7,14
920,Delhi-NCR,15,4,Excellent,Smartphone,2,1,9,0,Youtube,1,3,2,NO,EXERCISE,YES,SOCIALIZE,YES,6,11
921,Outside Delhi-NCR,20,2,Excellent,Laptop/Desktop,3,1,8,2,Youtube,1,3,2,YES,READING,YES,SCHOOL/WORK,YES,5,12
922,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,4,1,9,2,Whatsapp,1,3,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,8,13
923,Outside Delhi-NCR,30,3,Excellent,Laptop/Desktop,1,0,9,1,Whatsapp,0,2,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,4,10
924,Delhi-NCR,15,4,Excellent,Smartphone,2,1,9,0,Youtube,1,3,2,NO,EXERCISE,YES,SOCIALIZE,YES,6,11
925,Delhi-NCR,15,4,Excellent,Smartphone,2,0,9,1,Whatsapp,0,3,2,NO,REST,YES,SCHOOL/WORK,YES,6,10
926,Outside Delhi-NCR,15,4,Excellent,Laptop/Desktop,4,0,8,2,Others,2,3,0,NO,REST,NO,SCHOOL/WORK,YES,8,12
927,Delhi-NCR,30,1,Excellent,Laptop/Desktop,2,1,6,1,Whatsapp,1,2,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,3,9
928,Delhi-NCR,25,3,Excellent,Laptop/Desktop,1,0,9,3,Others,2,1,2,NO,READING,YES,BEING OUTSIDE,NO,4,14
929,Outside Delhi-NCR,20,4,Excellent,Smartphone,2,1,7,1,Instagram,1,3,0,NO,SOCIALIZE,NO,SCHOOL/WORK,NO,6,10
930,Outside Delhi-NCR,25,2,Excellent,Smartphone,1,1,6,2,Others,1,2,1,NO,INDOOR ACTIVITIES,YES,NOTHING,YES,3,10
931,Delhi-NCR,15,4,Excellent,Smartphone,3,2,9,1,Others,1,4,0,NO,REST,YES,SOCIALIZE,YES,7,13
932,Delhi-NCR,15,4,Excellent,Laptop/Desktop,3,1,9,4,Youtube,3,4,2,NO,SOCIALIZE,YES,SCHOOL/WORK,YES,7,14
933,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,8,2,Youtube,0,2,0,NO,MUSIC,YES,TRAVELLING,NO,8,10
934,Delhi-NCR,15,3,Excellent,Smartphone,4,1,8,1,Instagram,2,3,1,NO,EXERCISE,YES,TRAVELLING,YES,7,12
935,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,7,2,Whatsapp,0,2,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,8,9
936,Delhi-NCR,15,4,Excellent,Smartphone,2,1,8,0,Whatsapp,3,4,2,NO,REST,YES,SOCIALIZE,YES,6,12
937,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,6,2,Others,1,2,1,NO,MUSIC,YES,BEING OUTSIDE,YES,8,9
938,Delhi-NCR,20,0,Excellent,Smartphone,0,0,7,3,Youtube,2,3,2,NO,INDOOR ACTIVITIES,YES,NOTHING,YES,2,12
939,Delhi-NCR,20,4,Excellent,Smartphone,1,1,6,1,Youtube,0,1,1,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,8
940,Delhi-NCR,15,4,Excellent,Laptop/Desktop,3,1,9,4,Youtube,3,4,2,NO,SOCIALIZE,YES,SCHOOL/WORK,YES,7,14
941,Delhi-NCR,20,4,Excellent,Smartphone,4,1,7,2,Whatsapp,2,3,0,NO,INDOOR ACTIVITIES,NO,ALL,NO,8,12
942,Delhi-NCR,15,4,Excellent,Smartphone,4,1,9,2,Whatsapp,3,2,1,YES,READING,YES,SOCIALIZE,YES,8,14
943,Delhi-NCR,20,0,Excellent,Smartphone,0,0,7,3,Youtube,2,3,2,NO,INDOOR ACTIVITIES,YES,NOTHING,YES,2,12
944,Delhi-NCR,15,4,Excellent,Smartphone,4,1,8,1,Whatsapp,2,3,1,NO,READING,YES,SCHOOL/WORK,YES,8,12
945,Delhi-NCR,15,4,Excellent,Laptop/Desktop,3,1,6,1,Youtube,1,3,2,NO,REST,YES,SCHOOL/WORK,YES,7,9
946,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,3,1,8,1,Whatsapp,0,2,1,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,7,10
947,Outside Delhi-NCR,15,4,Excellent,Smartphone,3,2,6,0,Whatsapp,1,3,2,NO,REST,NO,SCHOOL/WORK,YES,7,9
948,Outside Delhi-NCR,15,4,Excellent,Any Gadget,2,1,7,1,Whatsapp,0,4,2,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,6,9
949,Delhi-NCR,15,3,Excellent,Smartphone,4,1,8,1,Instagram,2,3,1,NO,EXERCISE,YES,TRAVELLING,YES,7,12
950,Delhi-NCR,15,4,Excellent,Any Gadget,3,1,9,3,Instagram,2,2,1,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,14
951,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Others,0,2,1,NO,READING,YES,TRAVELLING,YES,8,11
952,Outside Delhi-NCR,20,3,Excellent,Smartphone,4,2,7,4,Whatsapp,0,4,2,YES,SOCIALIZE,NO,SCHOOL/WORK,YES,7,13
953,Delhi-NCR,25,3,Excellent,Smartphone,2,1,9,1,Youtube,0,3,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,5,11
954,Delhi-NCR,20,4,Excellent,Laptop/Desktop,2,1,9,5,Whatsapp,3,4,0,NO,MUSIC,YES,SOCIALIZE,YES,6,14
955,Delhi-NCR,15,4,Excellent,Smartphone,2,1,7,3,Youtube,1,2,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,6,12
956,Delhi-NCR,15,4,Excellent,Smartphone,2,1,7,0,Youtube,0,2,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,6,8
957,Delhi-NCR,15,2,Excellent,Smartphone,1,1,8,1,Whatsapp,2,1,0,YES,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,3,12
958,Delhi-NCR,15,4,Excellent,Smartphone,3,0,9,2,Youtube,3,3,2,NO,MUSIC,YES,SCHOOL/WORK,YES,7,14
959,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,6,1,Others,0,3,2,YES,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,8,8
960,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,0,8,0,Whatsapp,3,3,0,YES,REST,YES,SOCIALIZE,YES,6,11
961,Outside Delhi-NCR,20,4,Excellent,Laptop/Desktop,2,0,9,1,Whatsapp,0,3,0,NO,MUSIC,NO,TRAVELLING,YES,6,10
962,Outside Delhi-NCR,20,4,Excellent,Smartphone,2,1,8,2,Instagram,0,4,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,6,11
963,Delhi-NCR,20,3,Excellent,Laptop/Desktop,4,0,7,4,Whatsapp,0,2,2,YES,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,7,11
964,Delhi-NCR,15,0,Excellent,Smartphone,2,0,7,1,Youtube,0,1,2,NO,READING,YES,SCHOOL/WORK,NO,2,8
965,Delhi-NCR,15,4,Excellent,Smartphone,3,1,8,2,Youtube,1,2,0,NO,READING,YES,SCHOOL/WORK,YES,7,12
966,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,3,3,8,2,Whatsapp,2,3,2,NO,WORK,YES,ALL,YES,7,14
967,Delhi-NCR,25,0,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,2,2,YES,ONLINE ACTIVITIES,NO,TRAVELLING,YES,4,11
968,Delhi-NCR,25,3,Excellent,Laptop/Desktop,4,0,7,0,Whatsapp,0,3,2,NO,MUSIC,YES,BEING OUTSIDE,NO,7,8
969,Outside Delhi-NCR,15,2,Excellent,Smartphone,2,1,8,3,Whatsapp,1,3,0,NO,REST,NO,SCHOOL/WORK,YES,4,13
970,Delhi-NCR,15,4,Excellent,Tablet,1,0,7,4,Youtube,0,2,0,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,11
971,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Others,0,2,1,NO,READING,YES,TRAVELLING,YES,8,11
972,Delhi-NCR,15,3,Excellent,Laptop/Desktop,4,2,9,3,Others,3,3,1,NO,MUSIC,YES,SOCIALIZE,YES,7,14
973,Outside Delhi-NCR,15,4,Excellent,Smartphone,4,0,6,1,Youtube,2,2,2,NO,MUSIC,YES,SOCIALIZE,YES,8,9
974,Delhi-NCR,15,4,Excellent,Smartphone,2,0,9,1,Whatsapp,0,3,2,NO,REST,YES,SCHOOL/WORK,YES,6,10
975,Outside Delhi-NCR,20,2,Excellent,Smartphone,2,1,8,3,Whatsapp,2,1,1,YES,MUSIC,NO,SCHOOL/WORK,YES,4,14
976,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,8,11
977,Delhi-NCR,15,4,Excellent,Laptop/Desktop,2,2,6,0,Whatsapp,2,3,2,NO,ONLINE ACTIVITIES,NO,TRAVELLING,NO,6,10
978,Delhi-NCR,15,4,Excellent,Smartphone,3,0,9,2,Youtube,3,3,2,NO,MUSIC,YES,SCHOOL/WORK,YES,7,14
979,Delhi-NCR,15,4,Excellent,Tablet,4,1,7,2,Whatsapp,0,4,0,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,8,10
980,Outside Delhi-NCR,15,4,Excellent,Laptop/Desktop,4,1,6,0,Youtube,0,4,2,NO,MUSIC,YES,SCHOOL/WORK,YES,8,8
981,Delhi-NCR,15,1,Excellent,Smartphone,4,3,6,2,Instagram,2,4,0,NO,EXERCISE,YES,SCHOOL/WORK,YES,5,13
982,Delhi-NCR,15,2,Excellent,Smartphone,1,3,9,3,Youtube,2,4,0,NO,READING,NO,BEING OUTSIDE,YES,3,14
983,Delhi-NCR,20,2,Excellent,Laptop/Desktop,1,0,9,1,Whatsapp,0,2,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,3,10
984,Delhi-NCR,15,4,Excellent,Any Gadget,3,1,9,3,Instagram,2,2,1,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,14
985,Delhi-NCR,15,4,Excellent,Tablet,2,1,9,1,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,12
986,Delhi-NCR,25,0,Excellent,Laptop/Desktop,3,0,9,4,Youtube,1,3,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,3,14
987,Delhi-NCR,20,3,Excellent,Laptop/Desktop,2,1,7,5,Whatsapp,2,3,2,NO,READING,NO,SCHOOL/WORK,YES,5,14
988,Delhi-NCR,15,1,Excellent,Laptop/Desktop,3,2,8,2,Youtube,1,4,0,NO,READING,YES,SOCIALIZE,YES,4,13
989,Delhi-NCR,20,1,Excellent,Laptop/Desktop,0,1,7,2,Instagram,0,3,1,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,NO,2,10
990,Delhi-NCR,25,0,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,2,2,YES,ONLINE ACTIVITIES,NO,TRAVELLING,YES,4,11
991,Delhi-NCR,30,3,Excellent,Laptop/Desktop,3,1,7,1,Whatsapp,1,3,2,NO,REST,NO,SCHOOL/WORK,NO,6,10
992,Delhi-NCR,15,4,Excellent,Smartphone,2,1,8,1,Whatsapp,1,1,1,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,6,11
993,Delhi-NCR,15,1,Excellent,Smartphone,1,1,9,0,Whatsapp,2,3,0,NO,SOCIALIZE,YES,SOCIALIZE,YES,2,12
994,Delhi-NCR,15,2,Excellent,Smartphone,2,1,9,2,Others,1,3,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,NO,4,13
995,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,4,1,7,4,Instagram,0,2,0,NO,SOCIALIZE,YES,TRAVELLING,YES,8,12
996,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,6,0,Whatsapp,2,4,2,NO,MUSIC,YES,SOCIALIZE,YES,8,8
997,Outside Delhi-NCR,20,4,Excellent,Any Gadget,3,1,8,5,Youtube,3,3,0,NO,MUSIC,NO,BEING OUTSIDE,NO,7,14
998,Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,1,8,1,Whatsapp,3,3,2,YES,REST,YES,SOCIALIZE,YES,6,13
999,Outside Delhi-NCR,25,0,Excellent,Smartphone,4,1,8,2,Instagram,0,2,1,YES,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,4,11
1000,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,4,1,6,1,Whatsapp,1,2,2,NO,READING,YES,TRAVELLING,YES,8,9
1001,Delhi-NCR,15,4,Excellent,Laptop/Desktop,3,1,6,1,Youtube,1,3,2,NO,REST,YES,SCHOOL/WORK,YES,7,9
1002,Delhi-NCR,15,4,Excellent,Tablet,2,1,7,1,Whatsapp,1,3,2,NO,SOCIALIZE,YES,SCHOOL/WORK,YES,6,10
1003,Delhi-NCR,25,3,Excellent,Laptop/Desktop,3,1,8,3,Instagram,1,4,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,6,13
1004,Outside Delhi-NCR,25,4,Excellent,Smartphone,3,1,8,3,Instagram,3,3,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,14
1005,Outside Delhi-NCR,25,1,Excellent,Laptop/Desktop,2,0,7,0,Others,0,2,0,NO,READING,YES,TRAVELLING,YES,3,8
1006,Delhi-NCR,25,0,Excellent,Laptop/Desktop,3,0,9,4,Youtube,1,3,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,3,14
1007,Delhi-NCR,20,4,Excellent,Smartphone,2,1,9,1,Instagram,0,3,0,NO,REST,NO,SOCIALIZE,YES,6,11
1008,Outside Delhi-NCR,25,1,Excellent,Smartphone,3,2,9,1,Youtube,2,4,0,YES,REST,NO,SOCIALIZE,YES,4,14
1009,Delhi-NCR,15,4,Excellent,Smartphone,4,0,6,0,Youtube,0,3,2,NO,OTHERS,YES,NOTHING,NO,8,8
1010,Outside Delhi-NCR,15,4,Excellent,Smartphone,3,1,8,1,Youtube,0,1,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,10
1011,Outside Delhi-NCR,15,4,Excellent,Tablet,4,1,8,1,Youtube,0,2,1,NO,MUSIC,YES,SOCIALIZE,NO,8,10
1012,Delhi-NCR,25,0,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,2,2,YES,ONLINE ACTIVITIES,NO,TRAVELLING,YES,4,11
1013,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,8,3,Youtube,0,2,2,NO,READING,YES,SOCIALIZE,NO,8,11
1014,Delhi-NCR,15,4,Excellent,Smartphone,4,1,9,2,Whatsapp,3,2,1,YES,READING,YES,SOCIALIZE,YES,8,14
1015,Outside Delhi-NCR,25,3,Excellent,Laptop/Desktop,3,1,6,0,Whatsapp,0,2,0,YES,MUSIC,YES,TRAVELLING,NO,6,8
1016,Delhi-NCR,15,4,Excellent,Laptop/Desktop,2,1,9,1,Whatsapp,3,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,14
1017,Delhi-NCR,20,4,Excellent,Smartphone,1,1,6,1,Youtube,0,1,1,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,8
1018,Outside Delhi-NCR,20,4,Excellent,Smartphone,4,0,9,1,Youtube,0,2,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,8,10
1019,Delhi-NCR,15,4,Excellent,Smartphone,3,1,8,2,Youtube,1,2,0,NO,READING,YES,SCHOOL/WORK,YES,7,12
1020,Delhi-NCR,20,2,Excellent,Smartphone,2,1,9,2,Youtube,1,2,2,NO,REST,YES,SCHOOL/WORK,YES,4,13
1021,Delhi-NCR,15,3,Excellent,Tablet,4,1,7,1,Youtube,3,3,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,7,12
1022,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,6,2,Others,1,2,1,NO,MUSIC,YES,BEING OUTSIDE,YES,8,9
1023,Delhi-NCR,15,3,Excellent,Laptop/Desktop,4,2,9,3,Others,3,3,1,NO,MUSIC,YES,SOCIALIZE,YES,7,14
1024,Outside Delhi-NCR,20,4,Excellent,Smartphone,2,1,7,1,Instagram,1,3,0,NO,SOCIALIZE,NO,SCHOOL/WORK,NO,6,10
1025,Outside Delhi-NCR,25,3,Excellent,Laptop/Desktop,3,1,8,4,Youtube,0,3,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,6,13
1026,Delhi-NCR,25,3,Excellent,Laptop/Desktop,1,0,9,3,Others,2,1,2,NO,READING,YES,BEING OUTSIDE,NO,4,14
1027,Delhi-NCR,20,4,Excellent,Laptop/Desktop,2,1,9,5,Whatsapp,3,4,0,NO,MUSIC,YES,SOCIALIZE,YES,6,14
1028,Outside Delhi-NCR,15,3,Excellent,Any Gadget,2,0,6,1,Whatsapp,1,1,0,NO,MUSIC,YES,SCHOOL/WORK,YES,5,8
1029,Outside Delhi-NCR,20,1,Excellent,Smartphone,2,1,8,1,Others,0,2,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,3,10
1030,Outside Delhi-NCR,20,1,Excellent,Smartphone,2,1,8,1,Others,0,2,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,3,10
1031,Outside Delhi-NCR,15,2,Excellent,Smartphone,2,1,6,5,Instagram,3,4,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,4,14
1032,Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,1,8,5,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,14
1033,Delhi-NCR,25,3,Excellent,Laptop/Desktop,1,0,9,3,Others,2,1,2,NO,READING,YES,BEING OUTSIDE,NO,4,14
1034,Delhi-NCR,25,4,Excellent,Smartphone,1,1,9,2,Whatsapp,0,4,1,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,5,12
1035,Outside Delhi-NCR,25,4,Excellent,Smartphone,3,1,8,3,Instagram,3,3,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,14
1036,Outside Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,7,3,Youtube,1,3,0,NO,READING,YES,TRAVELLING,YES,8,12
1037,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,6,1,Others,0,3,2,YES,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,8,8
1038,Outside Delhi-NCR,15,1,Excellent,Smartphone,2,1,8,1,Whatsapp,2,2,0,NO,REST,NO,SCHOOL/WORK,YES,3,12
1039,Delhi-NCR,15,4,Excellent,Smartphone,4,1,7,2,Youtube,1,4,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,8,11
1040,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,3,1,8,1,Whatsapp,0,2,1,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,7,10
1041,Delhi-NCR,15,2,Excellent,Smartphone,2,1,9,1,Youtube,1,4,2,NO,READING,YES,SCHOOL/WORK,YES,4,12
1042,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,2,7,2,Instagram,1,3,0,NO,EXERCISE,YES,TRAVELLING,YES,6,12
1043,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,6,1,Instagram,0,3,0,NO,MUSIC,YES,SCHOOL/WORK,YES,8,8
1044,Delhi-NCR,15,3,Excellent,Laptop/Desktop,4,2,9,3,Others,3,3,1,NO,MUSIC,YES,SOCIALIZE,YES,7,14
