year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2017,16190,2,16814,1,145,64.2,1.5
2016,7760,2,38914,5,0,65.7,1
2019,16280,2,7512,5,145,55.4,1
2018,12600,2,35211,1,145,74.3,1.5
2014,6991,2,57483,1,20,67.3,1.6
2014,6991,2,21020,5,30,54.3,1.2
2013,5397,2,80146,1,20,67.3,1.6
2017,15999,2,31065,1,145,54.3,2
2014,8999,2,29893,5,0,65.7,1
2017,12490,2,36139,1,145,64.2,2
2017,12599,2,27776,1,145,64.2,2
2017,12480,2,32140,1,145,64.2,2
2016,8230,2,50784,5,0,65.7,1
2015,8250,2,64734,1,0,74.3,1.5
2017,11990,2,25490,1,145,67.3,2
2014,7200,3,32318,5,160,44.1,1.6
2016,9850,2,60668,1,0,78.5,1.5
2014,4290,2,45201,5,30,57.7,1.2
2017,8000,2,13369,5,125,54.3,1.2
2015,9797,3,40521,1,125,56.5,2
2014,6890,2,29431,1,20,68.9,1.5
2017,8890,2,22709,5,145,44.8,1.5
2013,7690,2,36270,1,125,60.1,1.6
2017,18497,1,13128,1,145,54.3,2
2017,12890,2,65040,1,30,62.8,2
2016,11591,2,29573,1,20,68.9,2
2017,9990,2,12000,5,150,53.3,1
2016,8990,2,53500,1,0,74.3,1.5
2016,9463,2,39275,1,0,74.3,1.5
2016,10873,1,56892,1,125,56.6,1.5
2017,10987,2,33627,1,30,64.2,1.5
2017,6968,2,23745,5,30,57.7,1.2
2015,7995,2,8700,5,125,54.3,1.2
2017,6995,2,22653,5,145,57.7,1.2
2013,7495,2,36700,5,0,65.7,1
2017,8999,2,12850,5,145,65.7,1
2018,8997,2,24046,5,145,65.7,1
2018,11250,2,21666,5,145,56.5,1
2018,10770,2,31306,5,145,56.5,1
2017,7890,2,39876,5,0,65.7,1
2016,8950,2,10864,5,125,54.3,1.2
2017,9500,2,25887,1,0,74.3,1.5
2017,15187,2,17981,1,20,67.3,2
2017,8450,2,29193,5,125,54.3,1.2
2014,6700,2,47000,5,0,65.7,1
2016,15200,2,15440,1,20,67.3,2
2016,15512,2,15641,1,145,54.3,2
2017,15822,1,13402,1,125,58.9,2
2018,10360,2,39478,5,145,56.5,1
2015,14950,2,24421,5,160,43.5,1.5
2018,14750,2,7709,5,145,54.3,1
2017,8500,2,13196,5,0,65.7,1
2018,12090,1,12279,5,145,51.4,1
2015,7250,2,19913,5,0,65.7,1
2018,14480,2,13807,5,145,58.9,1
2016,10660,2,18560,1,0,74.3,1.5
2014,9500,3,30124,1,165,50.4,2
2017,11000,2,28840,5,20,60.1,1
2015,8682,2,35938,5,20,61.4,1
2017,14932,2,5696,5,145,65.7,1
2014,10582,2,38547,1,145,53.3,2
2017,15612,2,24421,1,145,67.3,2
2017,17252,2,15834,5,145,41.5,2
2015,9362,2,45588,5,20,60.1,1
2018,17122,2,20877,1,145,62.8,2
2016,12852,2,12240,5,145,47.9,1.6
2015,7900,2,27372,5,0,65.7,1
2019,15950,2,3333,1,150,80.7,1.5
2018,12590,2,29440,1,150,74.3,1.5
2018,13220,2,9812,5,145,61.4,1
2018,10180,2,12689,5,150,65.7,1
2017,7990,2,39592,5,150,65.7,1
2019,16090,2,5473,5,150,60.1,1
2019,15410,2,8150,5,145,60.1,1
2013,6500,2,71250,1,20,67.3,1.6
2016,8500,2,15542,5,125,54.3,1.2
2019,16350,1,9790,5,145,50.4,1
2013,5898,2,42045,5,30,54.3,1.2
2017,9499,2,3266,5,145,64.2,1.1
2016,10260,2,22268,1,0,78.5,1.5
2014,6590,2,56557,1,20,67.3,1.6
2017,12360,2,15311,1,145,74.3,1.5
2017,12750,2,53033,1,145,54.3,2
2018,11000,2,16830,5,145,56.5,1
2018,11000,2,22140,5,145,56.5,1
2015,12638,2,46628,1,20,67.3,2
2014,5290,2,59003,1,20,67.3,1.6
2013,6790,2,34521,5,150,47.9,1.6
2017,10410,2,14344,5,145,62.8,1
2016,14950,2,13820,5,200,41.5,2
2019,15450,2,5000,1,145,58.9,1.5
2018,19790,2,18301,1,145,48.7,2
2016,9495,2,28740,1,0,74.3,1.5
2013,4995,2,40289,5,30,57.7,1.2
2016,8995,2,28474,5,125,53.3,1
2017,10990,2,21554,5,20,61.4,1
2018,17891,2,14384,5,145,41.5,2
2019,16970,2,5922,1,145,74.3,1.5
2019,16780,2,3075,5,145,58.9,1
2017,16820,2,33391,1,145,54.3,2
2017,10850,2,14698,5,0,65.7,1
2019,16590,2,4720,5,145,60.1,1
2017,8930,2,12397,5,145,54.3,1.2
2018,9420,2,18332,5,145,64.2,1.1
2017,7110,2,37374,5,145,47.9,1.6
2017,6900,2,50380,5,145,65.7,1
2014,7491,2,34300,1,0,76.4,1.5
2015,14450,3,45003,1,125,56.5,2
2015,5980,2,69043,5,0,65.7,1
2014,7360,2,28000,5,0,65.7,1
2017,6790,2,29375,5,150,57.7,1.2
2017,8240,2,12253,5,150,64.2,1.1
2016,11330,2,24903,5,125,51.4,1.5
2016,7160,2,40065,1,0,88.3,1.5
2020,20990,2,2459,5,150,50.4,1
2017,9270,2,15032,5,0,65.7,1
2017,9320,2,14821,1,30,64.2,1.5
2019,14730,2,7269,5,145,60.1,1
2019,17520,2,2679,5,145,60.1,1
2015,9540,2,77251,1,125,60.1,2
2013,5850,2,49649,5,30,54.3,1.2
2013,5991,2,53080,5,30,56.5,1
2017,16720,3,20839,1,145,54.3,2
2013,5491,2,75526,1,125,57.7,2
2019,13140,2,2359,5,145,48.7,1.1
2019,17350,2,2931,5,145,60.1,1
2015,6140,2,78329,1,30,61.4,1.6
2017,9160,2,29692,5,145,62.8,1
2017,16370,2,9717,5,145,41.5,2
2019,20391,1,6050,5,145,51.4,1
2017,17547,2,12675,5,145,41.5,2
2018,10750,2,15502,5,145,65.7,1
2016,15220,2,22607,1,145,54.3,2
2013,5130,2,76151,5,0,65.7,1
2019,13140,2,5211,5,145,48.7,1.1
2019,16600,2,12500,1,145,74.3,1.5
2019,12990,2,5744,5,145,48.7,1.1
2016,9295,2,16671,1,0,78.5,1.5
2019,19090,2,2480,5,145,60.1,1
2019,13140,2,5011,5,145,48.7,1.1
2017,6930,2,12555,5,145,57.7,1.2
2019,15780,2,9803,5,145,60.1,1
2019,14890,2,11867,5,145,60.1,1
2019,18600,1,10855,1,145,74.3,1.5
2019,15660,2,8387,1,145,80.7,1.5
2019,15530,2,16778,1,145,74.3,1.5
2018,12980,3,12803,5,145,48.7,1
2014,5995,2,46012,5,30,55.4,1
2014,6295,2,12251,5,30,54.3,1.2
2018,13600,2,13144,5,145,58.9,1
2017,8250,2,31956,5,0,65.7,1
2016,16810,2,20841,5,200,41.5,2
2019,18000,2,14184,5,145,45.6,1.5
2018,13300,2,30098,1,145,80.7,1.5
2018,11250,2,20186,5,145,56.5,1
2017,16430,2,26993,1,145,54.3,2
2014,5860,2,64834,5,0,65.7,1
2017,6990,2,7394,5,30,57.7,1.2
2018,7300,2,11534,5,145,57.7,1.2
2018,6870,2,32715,5,145,57.7,1.2
2018,7950,2,13192,5,145,54.3,1.2
2020,17481,3,1352,5,145,41.5,1
2017,9420,2,30045,5,0,65.7,1
2017,7260,2,24986,5,125,54.3,1.2
2018,16311,2,27506,1,145,64.2,1.5
2018,13698,2,12502,1,145,74.3,1.5
2018,11998,2,20932,1,145,74.3,1.5
2017,16698,2,13170,1,125,60.1,2
2017,9498,2,74351,1,20,68.9,2
2017,14498,2,18129,1,125,60.1,2
2017,14798,2,38719,1,125,60.1,2
2018,14490,2,12053,5,145,60.1,1
2017,16990,3,9019,1,145,54.3,2
2016,6298,2,53005,5,125,54.3,1.2
2016,13995,2,30000,1,125,61.4,1.5
2018,16700,2,10261,1,145,54.3,1.5
2017,12250,2,12548,5,145,61.4,1
2017,12850,2,8764,1,30,64.2,1.5
2017,18350,1,6985,5,235,38.2,1.5
2017,8250,2,18127,5,145,57.7,1.2
2016,9000,2,22740,5,0,65.7,1
2017,9450,2,29926,5,145,65.7,1
2018,8550,2,10681,5,145,57.7,1.2
2018,8650,2,15707,5,145,57.7,1.2
2019,11170,2,8237,5,145,58.9,1
2015,14750,2,5839,1,145,54.3,2
2015,6995,2,41385,5,125,54.3,1.2
2013,8995,2,97364,1,200,47.9,2
2016,8899,2,24828,5,20,62.8,1
2015,7430,2,55422,5,125,53.3,1
2017,6650,2,16702,5,145,57.7,1.2
2013,5750,2,61747,5,20,58.9,1
2016,15995,2,18541,1,125,56.5,2
2013,6995,2,37557,5,30,56.5,1
2015,7995,2,18209,5,0,65.7,1
2017,7995,2,6815,5,145,57.7,1.2
2013,6890,2,14602,5,30,54.3,1.2
2017,7690,2,19189,5,125,54.3,1.2
2017,13000,2,22997,5,145,51.4,1.5
2013,7400,2,17508,5,30,54.3,1.2
2018,14120,2,17708,1,145,74.3,1.5
2017,10187,2,7987,5,145,65.7,1
2017,9000,2,44148,1,0,74.3,1.5
2017,15045,2,34912,1,125,60.1,2
2017,13750,2,26275,5,145,41.5,2
2018,7600,2,15084,5,145,57.7,1.2
2017,8180,2,10299,5,145,64.2,1.1
2019,17190,2,6744,5,145,60.1,1
2019,16770,2,3200,5,145,58.9,1
2015,9000,2,52900,1,125,60.1,2
2017,10500,2,29533,5,20,62.8,1
2014,6999,2,40793,5,0,65.7,1
2017,7999,2,36987,5,145,54.3,1.2
2014,6650,2,57016,5,0,65.7,1
2016,9000,2,24806,5,0,65.7,1
2015,8000,2,40253,5,20,60.1,1
2018,13500,2,10111,5,145,57.7,1
2017,16000,2,8543,1,145,64.2,1.5
2016,16250,2,13036,5,200,41.5,2
2017,12000,2,8589,5,145,57.7,1
2017,11750,2,14372,5,145,53.3,1
2018,17365,1,8500,5,145,37.2,1.5
2018,12465,2,17522,5,145,58.9,1
2017,10465,2,16000,5,150,61.4,1
2018,13298,2,13905,5,145,57.7,1
2017,8998,2,9281,5,125,54.3,1.2
2019,15200,3,9791,5,145,48.7,1
2019,19700,2,1616,1,145,38.2,2
2017,16350,2,24008,1,145,54.3,2
2018,10300,2,26995,5,145,64.2,1.1
2016,15000,1,16242,5,235,38.2,1.5
2017,12000,3,25878,5,0,57.7,1
2018,10900,2,23079,5,145,65.7,1
2019,19800,2,22,1,145,65.7,2
2018,14000,3,5044,1,145,58.9,2
2019,13130,2,2871,5,145,48.7,1.1
2019,17520,2,4835,5,145,60.1,1
2019,17520,2,151,5,145,60.1,1
2018,16137,2,27331,1,145,64.2,1.5
2015,6840,2,37110,5,125,54.3,1.2
2019,16750,2,2053,5,145,60.1,1
2014,10191,2,39222,1,145,53.3,2
2018,20491,1,17152,5,145,31,1.5
2017,10691,2,10367,1,20,68.9,1.5
2017,10490,2,6490,5,160,44.1,1.6
2018,10291,2,14278,5,145,65.7,1
2018,12191,2,9610,5,145,65.7,1
2018,8500,2,4870,5,145,54.3,1.2
2019,17290,2,4987,5,145,60.1,1
2016,13480,2,26008,1,20,67.3,2
2017,8891,2,19123,5,145,44.8,1.5
2017,7190,2,15823,5,145,57.7,1.2
2018,8391,2,12456,5,145,47.9,1.2
2017,9600,2,31087,5,125,53.3,1
2018,12190,2,32340,1,145,74.3,1.5
2018,11991,2,24174,1,145,74.3,1.5
2018,12991,2,17123,5,145,54.3,1
2017,9530,2,3807,5,145,54.3,1.2
2015,7590,2,30373,5,160,44.8,1.5
2018,7991,2,7860,5,145,57.7,1.2
2018,10191,2,12349,5,145,65.7,1
2019,18280,2,4195,1,145,54.3,1.5
2014,6991,2,40155,5,20,60.1,1
2019,13830,2,6484,5,145,60.1,1
2019,17520,2,151,5,145,60.1,1
2014,6991,2,48460,5,20,58.9,1
2018,16460,2,19800,5,145,41.5,2
2017,7440,2,5380,5,145,57.7,1.2
2017,18991,2,11841,1,145,48.7,2
2018,12491,2,6397,5,145,56.5,1
2013,6520,2,28411,1,0,76.4,1.5
2018,11341,2,18256,5,145,61.4,1
2016,7800,2,14994,5,0,65.7,1
2019,16770,2,12942,1,145,74.3,1.5
2016,8680,2,23919,1,30,64.2,1.5
2020,19995,2,403,5,150,60.1,1
2017,12491,2,21689,1,145,61.4,2
2015,8291,2,20927,5,0,65.7,1
2018,11991,2,20595,1,145,74.3,1.5
2014,5700,2,68343,1,20,67.3,1.6
2016,8291,2,30155,5,0,65.7,1
2017,10891,3,11417,5,145,54.3,1
2018,15771,2,48905,1,145,67.3,2
2017,7643,2,8895,5,30,57.7,1.2
2017,10503,2,7970,5,145,65.7,1
2018,8343,2,7852,5,145,57.7,1.2
2017,7491,2,70629,5,30,55.4,1
2017,16598,1,10117,5,235,38.2,1.5
2017,10995,2,43578,1,0,74.3,1.5
2018,8995,2,21992,5,145,57.7,1.2
2018,11995,2,6203,5,145,58.9,1
2018,12495,2,12135,5,145,65.7,1
2013,7995,2,45187,5,0,65.7,1
2018,13990,3,17461,5,145,48.7,1
2016,8691,2,46038,1,0,74.3,1.5
2016,8997,2,44139,1,0,74.3,1.5
2019,13130,2,2400,5,145,48.7,1.1
2019,15910,2,5752,5,145,58.9,1
2019,19780,1,9605,1,145,74.3,1.5
2019,13130,2,2306,5,145,48.7,1.1
2019,17200,1,2952,5,145,51.4,1
2017,11091,2,22813,1,20,68.9,1.5
2013,6100,2,38141,5,0,65.7,1
2016,9770,2,18703,5,0,65.7,1
2017,12091,2,25250,1,0,74.3,1.5
2013,7750,2,31933,1,0,78.5,1.6
2019,19160,1,3418,1,145,54.3,1.5
2019,18791,1,1704,5,145,40.9,1.5
2020,20890,2,2548,5,150,50.4,1
2016,15371,1,13179,5,240,38.2,1.5
2016,8290,2,18500,5,125,54.3,1.2
2013,6990,2,54178,1,30,62.8,1.6
2018,17890,3,39821,1,145,54.3,2
2016,11390,1,27571,1,30,58.9,1.5
2018,10890,2,22451,5,145,56.5,1
2020,17990,2,494,5,145,53.3,1
2020,21990,2,1255,5,145,50.4,1
2019,17998,3,11111,1,145,37.2,2
2018,10798,2,15051,1,145,55.4,1.5
2017,17450,2,15116,5,145,41.5,2
2015,9750,3,12000,5,145,47.9,1.6
2017,9695,2,21803,5,145,62.8,1
2017,15495,2,21000,1,125,60.1,2
2017,16998,3,35245,1,150,54.3,2
2013,4998,2,74512,1,0,76.4,1.5
2017,8498,2,22864,5,150,64.2,1.1
2019,16798,2,13415,5,150,60.1,1
2016,6298,2,69801,1,0,88.3,1.5
2018,12298,2,27494,5,150,60.1,1
2018,9998,2,12299,5,150,55.4,1.1
2019,9998,2,20991,5,150,55.4,1.1
2015,6298,2,60813,5,0,65.7,1
2014,6995,2,25000,5,30,54.3,1.2
2017,12100,2,13579,1,145,74.3,1.5
2019,21995,2,4010,5,145,34.4,1.5
2018,8995,2,16885,5,145,57.7,1.2
2015,7995,2,59255,1,0,88.3,1.5
2018,8995,2,6757,5,150,57.7,1.2
2015,5995,2,26333,5,30,57.7,1.2
2019,15995,2,13474,5,150,51.4,1
2016,8995,2,19995,5,30,55.4,1
2016,10790,2,15666,5,20,62.8,1
2019,18990,2,2403,1,145,45.6,1.5
2019,17990,2,7038,5,145,34.4,1.5
2016,7490,2,28020,5,30,57.7,1.2
2019,16990,2,21322,5,150,40.3,1.5
2016,13490,3,20240,1,20,67.3,1.5
2014,6995,2,22325,5,30,54.3,1.2
2016,10995,3,16430,5,160,44.8,1.5
2013,7495,2,38537,1,20,67.3,1.6
2014,8495,2,46042,5,20,60.1,1
2019,18990,2,8197,5,145,49.6,1
2015,8390,2,20000,5,0,65.7,1
2017,8700,2,11000,5,145,54.3,1.2
2017,10200,2,23278,5,150,65.7,1
2016,10000,2,39417,1,0,74.3,1.5
2016,9300,2,40507,1,20,68.9,1.5
2017,7698,2,9271,5,145,57.7,1.2
2016,9998,2,24609,1,20,68.9,1.5
2018,17500,2,17280,1,145,67.3,2
2016,13488,2,17989,1,125,60.1,2
2017,7695,2,24402,5,145,57.7,1.2
2018,14490,2,54793,1,145,54.3,2
2017,7995,2,9000,5,30,57.7,1.2
2016,12495,2,25661,5,125,51.4,1.5
2017,8998,2,45755,1,150,64.2,1.5
2015,12995,2,35383,1,125,60.1,2
2016,14995,3,56347,1,150,52.3,2
2017,8495,2,7000,5,150,57.7,1.2
2018,12995,2,13851,5,150,54.3,1
2013,5995,2,46028,5,30,54.3,1.2
2019,19995,2,1600,5,150,49.6,1
2017,10178,2,19325,1,0,74.3,1.5
2017,11298,2,26781,5,145,60.1,1
2019,10498,2,20636,5,150,55.4,1.1
2017,17498,3,28291,1,150,54.3,2
2017,9698,2,42148,5,150,60.1,1
2017,10498,2,22627,1,150,74.3,1.5
2018,11498,2,37001,5,150,58.9,1
2018,19998,2,16882,5,145,41.5,2
2016,8998,2,28164,5,0,65.7,1
2016,6998,2,60964,1,0,88.3,1.5
2017,20250,1,33576,1,160,48.7,2
2019,17480,2,4213,5,145,60.1,1
2019,17480,2,4286,5,145,60.1,1
2017,12950,2,28608,1,145,54.3,2
2019,14642,2,4442,5,145,58.9,1
2014,6990,2,34001,5,20,58.9,1
2017,27890,3,26452,5,580,23.5,5
2015,8662,3,32407,5,165,44.8,1.6
2017,9851,2,20400,5,150,65.7,1
2014,9690,2,46660,1,125,60.1,2
2018,12495,2,10561,5,150,56.5,1
2016,15995,2,49913,1,235,42.2,2.2
2017,15000,2,39148,1,150,64.2,1.5
2017,8998,2,25221,1,145,85.6,1.5
2013,6465,2,43500,1,0,76.4,1.5
2017,17695,2,7782,5,145,41.5,2
2014,7495,3,33800,5,150,47.9,1.6
2014,6498,2,40399,5,30,54.3,1.2
2017,14698,2,14801,1,30,64.2,1.5
2018,12000,2,11457,5,145,60.1,1
2017,7591,2,19647,5,145,57.7,1.2
2017,10691,2,18899,5,145,60.1,1
2019,16991,2,8735,5,145,60.1,1
2019,18291,2,6831,1,145,54.3,1.5
2016,9650,2,22083,5,20,62.8,1
2019,15791,2,12624,5,145,58.9,1
2019,16481,2,11407,1,145,80.7,1.5
2018,10491,2,30370,5,145,58.9,1
2017,14810,2,14097,1,145,60.1,2
2013,4990,2,35000,5,30,57.7,1.2
2019,13130,2,151,5,145,48.7,1.1
2019,12490,2,960,5,145,48.7,1.1
2019,13130,2,151,5,145,48.7,1.1
2018,18991,2,20147,5,145,41.5,2
2019,16930,2,15297,1,145,61.4,1.5
2014,6191,2,38149,5,30,54.3,1.2
2017,12491,1,27000,5,145,46.3,1.5
2017,9880,2,12773,5,125,52.3,1
2018,11291,2,25993,5,145,62.8,1
2018,9491,2,21098,5,145,65.7,1
2019,16400,2,4001,5,145,60.1,1
2019,15410,2,1710,5,145,60.1,1
2018,13561,2,15071,5,145,57.7,1
2018,13191,2,11805,5,145,62.8,1
2019,9990,2,3285,5,145,47.9,1.2
2019,9990,2,1953,5,145,47.9,1.2
2016,9891,2,14038,5,0,65.7,1
2013,5470,2,76081,1,20,67.3,1.6
2018,10700,2,23738,5,145,60.1,1
2019,17280,2,7088,5,145,60.1,1
2019,18490,2,11056,5,145,58.9,1
2019,18391,2,8636,5,145,58.9,1
2019,15340,2,7602,5,145,60.1,1
2019,15320,2,9010,5,145,60.1,1
2018,10191,2,11462,5,145,65.7,1
2019,18390,1,23796,1,145,47.9,2
2019,19800,2,8089,1,145,47.9,2
2019,15510,2,4198,5,145,60.1,1
2019,23590,1,6378,1,145,49.6,2
2018,11860,2,23769,1,145,74.3,1.5
2018,19427,2,21863,5,145,41.5,2
2018,11200,2,11741,5,145,65.7,1
2018,7600,2,10693,5,145,57.7,1.2
2018,11260,2,7891,5,145,65.7,1
2018,17200,2,16786,1,145,60.1,2
2017,17337,2,21661,1,145,67.3,2
2018,13191,3,6072,5,145,48.7,1
2019,16750,2,15097,1,145,56.5,1.5
2019,15240,2,8601,5,145,53.3,1
2018,12927,2,5829,5,145,58.9,1
2019,12490,2,3327,5,145,48.7,1.1
2016,6991,2,54039,1,0,88.3,1.5
2016,10391,2,33589,1,0,74.3,1.5
2018,10991,2,5699,5,145,58.9,1
2018,18050,2,22727,5,145,41.5,2
2019,15860,2,10916,1,145,74.3,1.5
2019,21770,2,14782,1,145,47.9,2
2019,15460,2,7170,5,145,60.1,1
2019,15300,2,6541,5,145,60.1,1
2019,12790,2,10147,5,145,58.9,1
2019,13200,2,6995,5,145,58.9,1
2019,14140,1,4471,5,145,48.7,1
2017,12520,2,11443,1,145,64.2,1.5
2017,10410,2,17188,5,145,62.8,1
2017,13490,2,38121,1,150,60.1,2
2017,9390,2,13200,5,150,65.7,1
2018,11680,2,12500,5,150,60.1,1
2018,12000,2,11300,5,150,60.1,1
2017,16590,2,6419,5,160,45.6,1.5
2017,14090,2,50668,1,145,56.5,2
2018,12847,2,12467,5,145,54.3,1
2017,12191,2,26251,1,145,64.2,1.5
2019,13060,2,2016,5,145,48.7,1.1
2017,10200,2,31586,1,145,74.3,1.5
2019,15370,2,5001,5,145,60.1,1
2019,9990,2,1581,5,145,47.9,1.2
2018,19900,2,9196,5,145,41.5,2
2015,7691,2,28367,5,0,65.7,1
2017,19100,2,7131,5,145,41.5,2
2016,7691,2,22822,5,125,54.3,1.2
2018,13091,2,8169,5,145,53.3,1
2019,17480,2,1350,5,145,60.1,1
2019,12490,2,2623,5,145,48.7,1.1
2019,17330,2,3523,5,145,60.1,1
2019,17480,2,8469,5,145,60.1,1
2019,12490,2,2583,5,145,48.7,1.1
2019,17280,2,5001,5,145,60.1,1
2019,17480,2,3284,5,145,60.1,1
2017,7500,2,4549,5,145,57.7,1.2
2014,6590,2,36886,5,0,65.7,1
2019,15740,2,5824,5,145,51.4,1
2018,10990,2,15302,5,150,60.1,1
2017,16570,3,19876,1,150,54.3,2
2017,9590,2,19605,5,150,65.7,1
2018,10731,2,4026,5,145,65.7,1
2019,14177,2,8043,5,145,58.9,1
2019,14467,2,4126,5,145,58.9,1
2019,14791,2,7716,5,145,54.3,1
2019,13130,2,151,5,145,48.7,1.1
2014,5298,2,90391,1,20,67.3,1.6
2018,15498,2,35090,1,145,67.3,2
2017,11498,2,13430,5,20,62.8,1
2017,10498,2,6245,5,125,53.3,1
2017,9998,2,37583,5,150,61.4,1
2017,9698,2,16981,5,150,55.4,1
2016,8998,2,27446,5,0,65.7,1
2017,10698,2,22660,5,150,65.7,1
2014,6998,2,32677,1,0,76.4,1.5
2015,4498,2,55346,5,30,57.7,1.2
2016,8498,2,47835,1,20,68.9,1.5
2017,10798,2,9361,5,125,53.3,1
2015,7798,2,43287,1,0,74.3,1.5
2017,9998,2,9625,5,125,53.3,1
2019,19498,2,9341,5,145,39.2,1.5
2017,9998,2,23259,5,145,53.3,1
2017,9998,2,34025,5,20,60.1,1
2017,14698,1,3379,5,235,38.2,1.5
2017,10998,2,12360,1,30,64.2,1.5
2018,16498,2,15645,1,145,64.2,1.5
2017,9620,2,22431,5,145,53.3,1
2017,8291,2,24450,5,145,64.2,1.1
2019,15530,2,6857,5,145,60.1,1
2018,6991,2,21105,5,145,57.7,1.2
2017,11291,2,17904,1,0,74.3,1.5
2017,9850,2,23701,5,30,55.4,1
2015,6970,2,21309,5,125,54.3,1.2
2017,13350,1,19167,5,145,46.3,1.5
2019,15690,2,12998,5,145,60.1,1
2016,16442,2,13400,5,200,41.5,2
2014,5295,2,58680,5,30,54.3,1.2
2019,18500,1,3600,5,145,42.8,1
2013,5995,2,26700,5,30,54.3,1.2
2015,8499,2,13964,5,0,65.7,1
2019,10298,2,14422,5,145,55.4,1.1
2017,12898,2,24388,1,150,64.2,1.5
2017,7798,2,32039,5,125,54.3,1.2
2017,10498,2,23992,5,20,62.8,1
2017,8298,2,23091,5,125,54.3,1.2
2017,11298,2,58827,5,145,48.7,1.5
2017,9490,2,8062,5,145,65.7,1
2018,9730,2,7305,5,145,65.7,1
2020,20491,2,4998,5,145,50.4,1
2017,9491,2,27827,1,145,64.2,1.5
2017,13280,2,8567,5,145,47.9,1.6
2019,15290,2,8811,5,145,60.1,1
2017,10020,2,16247,5,145,65.7,1
2020,19991,1,4998,5,145,51.4,1
2018,8691,2,34064,5,145,64.2,1.1
2016,13930,2,32398,1,145,54.3,2
2018,19490,2,9196,1,145,67.3,2
2017,15991,2,20549,1,145,64.2,1.5
2019,26360,2,2725,1,145,55.4,2
2019,14400,2,3398,5,145,58.9,1
2019,18991,1,2986,5,145,51.4,1
2017,11617,3,5009,5,145,54.3,1
2017,22030,1,18810,1,145,47.9,2
2019,13140,2,6987,5,145,48.7,1.1
2016,7430,2,38744,5,0,65.7,1
2019,17210,2,6351,5,145,60.1,1
2018,17391,2,11977,5,145,41.5,2
2017,15660,1,15962,1,145,54.3,2
2018,9990,2,33116,5,150,65.7,1
2017,8690,2,51000,1,145,64.2,1.5
2017,8755,2,30791,5,145,64.2,1.1
2018,8995,2,17870,5,145,64.2,1.1
2018,11389,2,9343,5,145,65.7,1
2019,17140,2,7987,5,145,60.1,1
2019,17000,2,10998,5,145,60.1,1
2019,17290,2,4989,5,145,60.1,1
2013,6780,2,55243,5,0,65.7,1
2017,10491,2,15245,5,20,61.4,1
2016,10877,2,11104,5,0,65.7,1
2018,18891,2,12000,5,145,41.5,2
2014,6625,2,31078,5,20,58.9,1
2016,9600,2,14535,5,0,65.7,1
2015,8699,2,48000,1,0,74.3,1.5
2013,8080,2,32448,5,0,65.7,1
2017,11498,2,35491,1,150,74.3,1.5
2014,6298,2,42125,5,145,47.1,1.4
2017,11998,2,20986,5,145,57.7,1
2017,9998,2,25850,5,20,62.8,1
2017,12498,2,17813,1,30,64.2,1.5
2017,8955,2,38000,5,0,65.7,1
2016,10955,2,41394,1,0,74.3,1.5
2016,9495,2,40000,1,30,64.2,1.5
2018,10750,2,31000,1,150,88.3,1.5
2018,10000,2,25062,5,145,65.7,1
2016,10250,3,24512,1,30,58.9,1.5
2018,16491,2,13631,5,145,60.1,1
2019,19787,2,2770,5,145,39.2,1.5
2014,6940,2,27224,1,0,76.4,1.5
2018,9591,2,18847,5,150,65.7,1
2017,6521,2,42981,5,30,57.7,1.2
2018,10291,2,9250,5,150,65.7,1
2017,11531,2,8263,5,0,65.7,1
2017,14790,2,33995,1,125,60.1,2
2016,9301,3,67733,1,30,64.2,2
2019,15700,2,7989,5,145,60.1,1
2015,9491,2,27455,1,0,74.3,1.5
2017,11491,2,11045,5,150,60.1,1
2013,3991,2,30626,5,30,57.7,1.2
2014,8191,2,23250,5,0,65.7,1
2018,8991,2,15560,5,150,64.2,1.1
2017,11491,2,31397,5,125,51.4,1.5
2016,9681,2,81332,1,125,60.1,2
2016,9295,2,10476,5,0,65.7,1
2016,12157,1,45228,1,125,56.6,1.5
2017,9491,2,16892,5,145,65.7,1
2017,9950,2,20011,5,20,62.8,1
2016,8030,2,39674,5,30,56.5,1
2016,6451,2,6160,5,30,57.7,1.2
2018,11540,2,12052,5,145,65.7,1
2013,6740,3,38495,5,150,47.9,1.6
2018,11180,2,18885,5,150,62.8,1
2018,16010,2,9660,5,150,39.2,1.5
2017,8570,2,17674,5,145,65.7,1
2017,8311,2,9586,5,145,57.7,1.2
2018,10040,2,9863,5,145,65.7,1
2017,28000,3,23179,5,570,23.5,5
2013,4960,2,73324,1,20,68.9,1.5
2017,9400,2,14415,5,145,65.7,1
2017,12041,2,20596,5,145,47.9,1.6
2018,11640,2,7205,5,150,65.7,1
2017,11880,2,30345,1,150,70.6,2
2018,13990,2,11699,5,150,54.3,1
2019,17480,3,5964,5,150,44.1,1
2018,10300,2,27929,5,150,65.7,1
2016,12830,3,38118,1,125,58.9,2
2018,15890,2,7974,5,150,40.3,1.5
2017,7850,2,16910,5,145,57.7,1.2
2017,9991,2,26394,5,145,65.7,1
2017,6990,2,16131,5,145,57.7,1.2
2017,7911,2,16920,5,145,54.3,1.2
2018,10771,2,20441,5,145,65.7,1
2018,8220,2,13709,5,145,54.3,1.2
2018,23740,1,13712,1,145,47.9,2
2017,17977,2,8237,5,145,41.5,2
